,amount,hour1,field1,field2,flag1,field3,field4,field5,indicator1,indicator2,flag2,flag3,flag4,flag5,targets
8501,12.95,16,3,0,1,808,11,0,0,0,1,0,0,2,0
73353,12.95,19,3,0,1,524,23,0,0,0,1,0,0,1,0
83389,31.08,10,1,1,0,4508,8,1,0,0,0,0,0,1,0
82202,12.95,8,2,0,0,-4492,24,6,0,0,1,0,0,1,0
30350,12.95,15,3,0,1,319,11,2,0,0,1,1,0,1,0
13213,31.08,23,3,0,1,5098,8,0,1,0,0,0,0,1,0
36974,12.95,18,1,0,1,4198,6,0,0,0,0,0,0,1,0
52259,38.85,1,3,1,1,2693,9,9,0,0,0,0,0,2,0
3172,12.95,2,3,0,1,6668,27,0,0,0,1,1,0,1,0
39964,12.95,2,0,0,1,3131,8,2,1,0,1,1,0,1,0
39150,25.9,0,2,0,1,-2438,29,0,0,0,0,1,0,1,0
9063,12.95,12,0,0,1,1179,21,3,0,0,0,0,0,1,0
65918,38.85,11,3,0,0,-2363,29,0,0,0,0,0,0,1,0
59815,38.85,11,0,0,1,-3739,7,0,0,0,1,1,0,1,0
54806,12.95,3,3,0,0,2891,23,0,0,0,0,0,0,1,0
68230,12.95,16,3,0,1,648,8,0,0,0,0,1,0,2,0
61524,59.4,8,0,1,1,-811,30,0,0,0,1,0,0,1,0
80389,11.01,14,3,0,1,669,10,3,1,0,0,0,0,2,0
4131,49.95,20,3,1,0,1612,7,3,0,0,1,0,0,1,0
45520,10.36,16,2,1,1,5484,11,2,0,1,0,0,0,2,0
40972,25.9,19,2,0,1,5653,6,0,0,0,1,0,0,1,0
42773,38.85,11,2,1,1,2681,11,0,0,0,0,0,0,1,0
88065,38.85,12,3,0,0,-5842,17,1,0,0,1,0,0,1,0
86943,38.85,23,3,1,1,589,6,0,0,0,1,1,0,2,0
38378,49.95,10,3,1,1,1440,25,0,0,0,0,1,0,1,0
37896,12.95,16,3,1,0,-6279,23,0,0,1,1,1,0,1,0
48354,12.95,19,3,1,0,-2081,16,0,0,0,0,0,0,1,0
86001,12.95,9,3,1,0,2131,26,0,0,0,0,1,0,1,0
83657,10.36,16,2,1,0,3978,8,1,0,0,0,0,0,2,0
42735,25.9,10,3,1,1,4846,9,9,1,0,0,1,0,1,0
59214,38.85,16,3,1,1,-5998,10,4,0,0,0,0,0,2,0
23786,38.85,17,3,1,0,4007,7,2,0,0,1,0,0,2,0
45967,0,7,4,1,1,5841,6,0,0,0,0,0,0,1,0
91333,25.9,18,2,0,0,1917,24,2,0,0,1,1,0,1,0
84461,38.85,20,3,0,1,457,18,4,0,0,0,1,0,2,0
59653,38.85,8,0,1,0,-6926,20,0,0,0,0,0,0,1,0
48343,10.36,19,3,0,1,614,26,0,0,0,0,0,0,2,0
93234,29.97,19,4,0,1,2191,6,1,0,0,1,1,0,1,0
5890,38.85,16,0,1,1,-1331,7,2,0,0,0,0,0,1,0
73117,20.72,16,3,0,1,4146,12,0,0,0,1,1,0,3,0
75161,38.85,15,3,0,1,1013,12,3,0,0,0,1,0,2,0
3023,12.95,18,3,1,1,-2223,7,0,0,0,1,1,0,1,0
22221,12.95,23,3,0,0,9,10,0,0,0,0,0,0,2,0
12996,38.85,19,3,1,0,-132,11,0,1,0,0,0,0,1,0
25661,25.9,17,3,0,1,4824,8,2,1,0,1,1,0,1,0
8452,49.95,15,2,1,0,-1478,17,1,0,0,0,0,0,1,0
32669,38.85,12,2,0,0,-2476,26,0,1,0,0,0,0,1,0
40392,0,12,4,1,0,381,8,0,0,1,1,1,0,364,0
20310,38.85,14,2,1,0,-6326,15,0,0,0,1,0,0,1,0
56262,12.95,8,2,1,0,2729,15,1,0,0,1,0,0,2,0
14410,10.36,8,2,0,1,779,8,0,0,0,1,0,0,1,0
52186,49.95,22,1,0,0,-5128,19,0,0,1,1,0,0,1,0
35125,49.95,8,3,0,0,2328,9,0,0,0,1,1,0,1,0
34385,49.95,14,3,0,0,-1087,19,2,0,0,1,1,0,1,0
91947,12.95,16,4,1,0,2327,11,2,1,0,0,0,0,1,0
79000,12.95,13,3,1,1,779,9,9,0,0,1,1,0,1,0
4337,31.08,9,3,0,1,-2200,7,0,0,0,0,1,0,1,0
47114,38.85,16,3,0,0,3573,7,1,1,0,1,0,0,1,0
76146,0,21,4,0,1,3146,10,0,0,0,0,0,0,1,0
67342,12.95,15,3,1,1,6312,9,9,0,0,0,0,0,1,0
1169,38.85,11,3,0,1,5750,6,0,0,0,1,1,0,3,0
8799,12.95,23,0,1,1,-9915,7,1,0,0,0,1,0,1,0
21024,25.9,0,1,1,1,7727,16,2,0,0,1,1,0,4,0
36022,38.85,21,3,0,0,-4346,22,1,0,0,1,0,0,1,0
51788,38.85,16,0,0,0,-2894,19,0,0,0,0,0,0,1,0
78285,12.95,21,1,1,1,6060,9,0,0,0,1,0,0,1,0
82475,49.95,11,3,1,0,-923,23,0,1,0,0,0,0,1,0
44873,12.95,7,2,1,0,-1496,23,0,0,0,1,1,0,1,0
60691,38.85,4,3,0,1,-446,7,0,0,0,0,1,0,1,0
70795,38.85,23,3,0,1,-3307,9,1,0,0,1,1,0,1,0
53579,49.95,12,2,0,1,83,6,4,0,0,1,1,0,2,0
7881,38.85,17,2,0,0,975,24,0,1,0,0,0,0,1,0
91603,49.95,11,3,0,0,1707,8,0,0,0,0,0,0,1,0
61497,38.85,6,2,1,1,-4233,10,0,0,0,0,0,0,1,0
47147,11.01,17,3,0,1,-1647,10,0,0,0,0,0,0,2,0
3749,25.9,10,2,0,1,-1157,8,0,0,0,1,1,0,1,0
84437,38.85,19,3,1,0,4620,22,0,0,0,0,0,0,1,0
43158,38.85,15,0,1,0,4586,13,2,0,0,1,0,0,1,0
9611,12.95,1,2,0,1,-1671,10,3,1,0,1,1,0,2,0
71308,38.85,11,0,0,0,-4218,19,0,0,0,1,1,0,1,0
84997,12.95,12,2,1,0,4775,23,0,0,1,0,0,0,1,0
34845,20.72,20,2,0,1,-2012,10,0,0,0,0,0,0,1,0
2516,38.85,20,3,0,1,-988,9,9,0,0,0,0,0,1,0
43099,12.95,14,2,1,0,5993,21,1,0,0,0,0,0,1,0
23309,38.85,7,0,0,1,-543,7,0,0,1,1,0,0,1,0
89816,11.01,23,2,0,1,-2728,11,0,0,0,0,0,0,2,0
6492,12.95,11,2,0,1,-4944,9,9,0,0,1,1,0,3,0
3192,38.85,8,2,0,0,-3344,10,4,0,0,0,0,0,1,0
74776,49.95,10,3,0,0,4071,19,0,0,0,1,1,0,1,0
79717,12.95,21,0,0,0,-8730,15,0,1,0,1,1,0,1,0
40962,25.9,19,3,0,1,-1924,9,9,1,0,0,0,0,3,0
2778,12.95,11,1,0,1,191,12,6,0,0,1,1,0,3,0
80657,11.65,18,1,0,0,3968,7,0,0,0,1,0,0,2,0
45016,38.85,10,3,1,0,1248,8,0,1,0,0,0,0,2,0
79688,25.9,21,1,0,1,1483,9,0,0,0,1,0,0,2,0
11671,11.01,17,3,0,1,1454,7,1,0,1,1,0,0,1,0
32634,10.36,12,3,1,1,4918,9,0,0,0,0,0,0,1,0
5474,49.95,11,3,0,1,-839,7,0,0,0,1,1,0,2,0
52728,12.95,13,3,1,1,-4580,8,0,0,0,0,0,0,1,0
45695,38.85,19,0,0,0,1183,20,0,0,0,0,0,0,1,0
75851,12.95,13,3,0,1,2490,10,1,0,0,1,0,0,1,0
53096,25.9,18,3,1,0,5064,21,1,0,0,1,1,0,1,0
22506,12.95,10,2,0,0,4318,37,0,1,0,0,0,0,1,0
32164,12.95,23,2,0,1,4846,28,0,0,0,1,1,0,1,0
88503,38.85,11,3,0,0,4177,19,0,0,0,0,0,0,1,0
12181,25.9,8,3,0,1,5640,28,0,0,0,1,0,0,2,0
34044,12.95,11,3,1,0,5366,22,0,0,0,0,0,0,1,0
31848,38.85,15,3,0,0,-4769,21,0,0,0,1,1,0,1,0
78071,38.85,18,3,0,1,871,9,0,0,0,0,0,1,1,0
10641,12.95,20,3,1,0,-7780,10,4,0,0,1,0,0,1,0
55848,38.85,19,2,0,1,-82,10,0,0,1,0,1,0,1,0
46478,10.36,17,3,1,0,5369,19,0,0,0,1,1,0,1,0
76655,38.85,15,1,0,1,4436,10,0,0,0,0,0,0,6,0
5062,38.85,19,0,0,0,7245,9,2,0,0,1,1,0,1,0
86634,12.95,18,3,1,1,4286,9,3,0,0,0,0,0,2,0
44356,12.95,16,3,1,0,-2462,22,0,0,0,0,0,0,1,0
64995,38.85,13,3,1,1,-3075,10,0,0,0,1,1,0,1,0
78380,12.95,22,2,0,1,1981,9,9,0,0,0,0,0,1,0
13261,12.95,1,3,1,1,4308,9,9,0,0,0,0,0,2,0
35436,12.95,12,2,0,1,4630,23,0,0,0,0,1,1,1,0
3304,38.85,12,3,0,0,-4772,19,0,0,0,1,0,0,1,0
77233,10.36,9,2,0,1,2988,6,4,0,0,0,1,0,2,0
81817,12.95,18,3,1,1,5683,22,0,0,0,0,0,0,1,0
80380,38.85,14,3,1,1,-2681,8,2,0,0,1,0,0,1,0
16651,12.95,21,3,0,1,4725,24,0,1,0,1,0,0,1,0
24380,12.95,14,2,0,1,-792,8,0,0,0,1,1,0,1,0
25349,59.95,14,1,1,0,-3994,7,0,0,0,1,0,0,1,0
83451,38.85,11,3,0,0,4457,20,0,0,0,0,0,0,1,0
67477,38.85,17,3,0,0,-3889,7,3,0,0,0,0,0,1,0
20208,12.95,13,3,0,1,-6605,9,0,0,0,1,1,0,1,0
8700,12.95,21,3,0,0,-182,7,1,0,0,0,0,0,1,0
46533,38.85,19,3,0,0,2974,10,0,0,0,1,1,0,3,0
91128,38.85,12,3,0,0,-2823,14,3,0,0,1,1,0,1,0
48208,25.9,17,2,1,1,4940,8,1,0,0,1,1,0,2,0
63300,12.95,23,3,1,1,1960,8,0,1,0,0,0,0,1,0
23119,10.36,19,3,1,1,2055,22,0,0,0,1,1,0,1,0
23290,12.95,2,3,0,1,-1877,18,0,1,0,1,1,0,1,0
15824,38.85,17,3,0,0,-104,19,1,0,0,1,1,0,3,0
8225,25.9,10,0,0,1,4763,9,2,1,0,0,0,0,1,0
90813,38.85,18,3,1,0,-10272,16,4,0,0,0,0,0,1,0
6827,12.95,16,3,0,0,4448,9,0,0,0,0,0,0,1,0
20941,12.95,21,3,1,1,-859,21,1,0,0,1,1,0,2,0
47206,12.95,18,3,0,1,437,10,2,0,0,1,1,0,1,0
11719,12.95,18,3,1,0,2425,27,0,0,0,1,1,0,1,0
49341,10.36,17,3,0,1,2685,24,0,0,1,1,0,0,1,0
68155,12.95,15,0,0,1,3954,7,0,1,0,0,0,0,1,0
93781,12.95,20,4,1,1,3931,12,0,0,0,0,0,0,1,0
42915,12.95,12,3,1,0,3188,27,2,0,0,1,1,0,1,0
78689,38.85,10,3,1,0,-5936,6,2,0,0,1,1,0,1,0
60239,12.95,15,2,0,1,-2542,6,0,0,0,1,0,0,2,0
76939,12.95,21,2,0,0,-989,21,0,0,0,0,0,0,1,0
27549,38.85,9,2,0,1,3597,9,9,0,0,0,0,0,1,0
65243,12.95,16,3,1,1,-4451,8,0,0,0,0,0,0,1,0
79324,11.01,16,2,1,0,-12139,6,0,0,1,0,0,0,3,0
10208,12.95,15,3,1,0,1896,8,0,0,0,0,0,0,2,0
38680,11.01,15,3,1,1,2207,7,0,0,0,0,0,0,2,0
74576,25.9,0,3,0,1,2520,10,3,0,0,1,0,0,1,0
45001,25.9,10,3,1,1,209,8,0,0,0,0,0,0,1,0
35324,12.95,11,0,0,0,1327,8,0,0,0,1,1,0,2,0
64456,31.08,22,3,1,0,5044,23,0,0,0,1,0,0,1,0
78604,31.08,9,0,0,0,-2557,21,0,0,0,1,1,0,1,0
60948,12.95,12,0,0,0,6695,6,2,0,0,1,1,0,2,0
3860,12.95,13,3,1,1,2847,7,3,0,0,1,1,0,1,0
94658,38.85,20,3,0,1,-5007,9,9,0,1,0,0,0,1,0
34576,12.95,16,2,1,0,4478,20,0,0,0,1,1,0,1,0
26861,12.95,16,2,0,1,1641,10,0,0,0,0,0,0,1,0
30805,38.85,7,3,0,0,-5320,24,0,0,0,1,1,0,1,0
88547,38.85,12,3,0,1,-10763,8,0,0,0,0,0,0,1,0
78006,38.85,17,3,0,1,3187,7,0,0,0,0,1,0,2,0
82429,10.36,11,3,0,1,-4506,9,3,0,0,1,1,0,3,0
39066,12.95,22,2,0,0,7042,19,4,0,0,1,1,0,1,0
67640,12.95,20,3,0,1,708,10,0,0,0,1,1,0,1,0
62704,12.95,14,0,0,1,3760,16,1,0,0,1,0,0,1,0
79709,38.85,21,2,1,0,1003,20,0,0,0,0,1,0,1,0
54394,49.95,15,2,0,0,-4010,7,0,1,0,1,0,0,1,0
54808,38.85,3,3,0,0,1380,18,2,0,0,1,0,0,1,0
1481,25.9,15,2,0,0,-5303,23,4,0,0,0,1,0,1,0
41801,10.36,14,3,1,1,-3424,7,0,0,0,0,1,0,1,0
80502,20.72,16,2,0,1,-5437,8,0,0,0,0,0,0,1,0
89169,19.95,9,2,1,0,1903,6,6,0,0,0,0,0,2,0
57853,38.85,13,2,1,0,2826,16,2,0,0,0,0,0,1,0
18028,38.85,8,0,1,0,-148,16,0,0,0,1,0,0,1,0
2440,31.08,18,3,0,0,760,27,0,0,0,1,1,0,1,0
37050,12.95,19,2,1,0,-3792,28,0,0,0,0,0,0,1,0
10953,12.95,9,3,0,1,6613,10,2,0,0,1,1,0,2,0
81942,36.26,21,3,0,0,3180,22,0,0,0,0,0,0,1,0
21457,10.36,12,3,0,1,2703,20,2,0,0,1,1,0,1,0
71746,38.85,15,2,0,0,-469,38,0,1,0,0,0,0,1,0
11758,38.85,18,3,0,0,2551,23,1,0,0,1,1,0,2,0
87830,12.95,20,3,0,1,-5543,12,0,0,0,1,1,0,3,0
47287,12.95,20,3,0,1,4594,12,0,0,0,0,0,0,1,0
53423,38.85,9,2,1,0,2509,20,0,0,0,0,0,0,1,0
12207,10.36,8,0,1,0,4066,20,0,0,0,1,0,0,2,0
81088,10.36,9,3,0,0,-571,8,0,0,0,1,1,0,2,0
58468,11.01,21,3,1,1,444,27,0,0,0,0,0,0,1,0
3272,11.01,11,3,1,0,-4812,11,0,0,0,1,1,0,1,0
85001,38.85,12,2,1,1,2272,11,0,1,0,0,0,0,1,0
21663,10.36,14,0,1,0,2651,20,0,1,0,1,0,0,1,0
94610,10.36,13,2,0,1,3980,10,0,0,0,1,0,0,1,0
5530,12.95,11,3,1,0,3103,22,0,0,0,0,0,0,1,0
15455,12.95,10,3,0,0,2488,31,0,1,0,1,0,0,1,0
12755,38.85,16,2,0,1,541,6,4,0,0,1,1,0,1,0
20018,38.85,11,3,1,1,218,10,2,0,0,1,1,0,1,0
49204,25.9,15,3,0,1,-737,12,4,0,0,0,0,0,4,0
37437,12.95,10,3,0,0,2376,18,4,0,0,0,0,0,1,0
85429,12.95,17,3,1,1,3385,8,0,0,0,0,1,0,1,0
79488,38.85,18,2,0,1,-1279,9,0,0,0,0,0,0,1,0
40068,38.85,9,2,1,1,158,10,2,0,0,0,0,0,1,0
68764,49.95,7,3,0,0,-2403,22,0,0,0,0,0,0,1,0
36632,38.85,13,3,1,0,-3513,7,0,0,0,0,0,0,2,0
126,12.95,8,0,0,1,-5704,17,2,0,0,1,1,0,1,0
7582,49.95,13,0,0,0,-756,14,0,0,0,0,1,0,1,0
45798,10.36,21,3,0,1,3543,8,8,0,0,1,1,0,3,0
32973,38.85,15,3,1,0,-7125,24,0,0,0,0,0,0,1,0
8642,12.95,20,2,1,0,4830,8,0,0,0,1,0,0,1,0
72603,38.85,10,0,0,1,-6946,12,0,1,0,0,1,0,1,0
34543,12.95,16,3,1,0,6509,23,0,0,0,1,0,0,1,0
85426,38.85,17,2,1,1,1864,10,0,0,0,0,0,0,1,0
28510,49.95,3,3,1,0,-5682,8,0,0,0,1,1,0,2,0
12320,25.9,10,3,1,0,3712,22,2,0,0,0,0,0,1,0
44048,12.95,12,0,0,0,4098,19,0,1,0,0,0,0,1,0
51947,38.85,18,3,1,1,32,28,0,0,0,1,1,0,1,0
51336,10.36,11,3,1,0,6036,7,0,0,0,1,1,0,1,0
87623,12.95,15,3,0,0,-8379,6,0,0,0,0,0,0,1,0
92011,38.85,12,4,1,0,345,6,3,0,0,1,0,0,1,0
15561,12.95,12,2,0,0,3291,8,0,1,0,1,1,0,1,0
77675,38.85,14,0,0,0,237,17,2,0,0,1,1,0,1,0
41830,25.9,15,3,0,1,3830,26,0,0,0,1,1,0,1,0
13727,10.36,13,3,1,1,4308,9,9,0,0,0,0,0,2,0
67121,38.85,13,3,1,0,4647,20,2,0,0,1,1,0,1,0
91812,29.9,10,2,1,1,2922,23,0,0,0,0,0,0,1,0
19681,12.95,7,1,1,1,2938,21,0,0,0,0,0,0,1,0
6458,12.95,10,3,1,1,3406,7,2,0,0,1,0,0,1,0
58795,25.9,11,3,0,1,-1714,11,0,0,0,1,0,0,1,0
8281,12.95,11,2,0,1,4938,16,0,0,0,1,0,0,1,0
72326,12.95,23,2,0,1,3623,9,0,0,0,0,0,0,2,0
35133,34.95,8,3,1,1,3766,6,0,0,0,1,0,0,1,0
79576,12.95,19,3,1,1,1116,8,0,1,0,1,0,0,1,0
45415,38.85,15,3,0,0,2707,19,3,0,0,0,0,0,1,0
38506,49.95,12,3,0,1,-265,22,0,0,0,1,0,0,1,0
19150,38.85,18,0,0,1,-10988,9,0,0,0,1,1,0,1,0
68977,38.85,13,3,1,0,-5414,26,0,0,0,1,1,0,1,0
39245,11.01,7,3,0,0,1609,26,0,0,0,0,0,0,2,0
66497,11.01,19,2,0,1,-5617,7,0,0,0,0,0,0,2,0
56919,12.95,16,3,0,1,1600,9,1,0,0,0,0,0,1,0
8669,12.95,20,3,1,1,934,8,2,0,0,0,0,0,2,0
73759,11.01,10,3,0,1,-679,9,0,0,0,1,1,0,2,0
70888,59.4,5,3,0,1,-4788,6,0,0,0,1,1,0,1,0
37700,38.85,13,3,1,0,-663,27,0,0,0,0,0,0,1,0
4453,12.95,11,3,0,1,-4899,26,0,0,0,0,0,0,1,0
67819,12.95,8,3,0,1,4185,25,0,0,0,1,1,0,1,0
64940,12.95,12,2,0,1,2816,9,0,0,0,1,0,0,1,0
46124,49.95,10,2,1,0,5758,16,0,1,0,1,1,0,1,0
59535,12.95,22,0,0,1,3252,6,1,0,0,0,0,0,2,0
55333,38.85,14,3,0,1,1304,9,9,0,0,1,1,0,2,0
37096,38.85,20,3,1,0,3308,6,0,1,0,1,1,0,3,0
64273,12.95,18,3,0,1,3720,28,0,0,0,0,0,0,1,0
62578,49.95,13,0,1,0,2575,19,0,0,0,1,1,0,1,0
16232,38.85,9,3,1,0,4882,20,0,0,0,1,0,0,1,0
12741,12.95,15,3,0,0,-671,24,2,0,0,1,1,0,1,0
2094,38.85,11,2,0,1,5512,13,2,0,0,0,0,0,1,0
47482,38.85,8,2,1,0,-4272,14,0,0,0,0,0,0,2,0
63673,38.85,11,3,1,0,3324,22,0,0,0,1,1,0,1,0
81760,38.85,17,3,1,0,4810,11,0,0,0,0,0,0,1,0
70372,11.01,16,3,0,1,-42,20,0,0,0,1,0,0,1,0
23051,12.95,18,2,1,0,-263,21,5,0,0,1,0,0,1,0
74247,38.85,17,3,0,1,2783,9,0,0,0,0,0,0,1,0
42689,12.95,10,0,0,1,3911,12,0,0,0,1,0,0,1,0
61023,12.95,14,0,0,1,-5870,9,9,0,0,0,0,0,3,0
23517,38.85,12,3,0,1,296,10,1,0,0,1,1,0,1,0
47579,12.95,10,2,1,0,-1687,9,0,0,0,0,0,0,2,0
67697,12.95,22,3,0,1,708,10,0,0,0,1,1,0,1,0
50997,12.95,0,3,1,1,-5371,9,0,0,0,1,0,0,2,0
24265,38.85,11,3,0,1,-8208,8,0,0,0,0,0,0,1,0
31814,49.95,14,0,0,0,3131,8,2,1,0,1,1,0,1,0
12879,19.95,17,2,0,0,4506,9,0,0,0,0,0,0,2,0
55868,12.95,19,0,0,1,1821,19,0,0,0,1,1,0,1,0
84611,31.08,23,3,0,1,4135,13,0,0,0,0,0,0,1,0
39272,38.85,8,3,1,0,-2569,22,0,0,0,0,0,0,1,0
17626,38.85,18,3,1,0,5395,20,0,0,0,1,1,0,1,0
64174,38.85,16,3,0,0,3464,24,0,1,0,1,1,0,1,0
16096,25.9,1,3,0,1,5147,23,0,0,0,1,1,0,1,0
27779,38.85,13,0,1,1,-4126,8,0,0,0,0,0,0,1,0
83636,10.36,15,3,0,1,742,8,2,0,0,1,1,0,2,0
10839,12.95,4,2,0,0,-1424,18,4,1,0,1,1,0,1,0
81810,38.85,18,2,1,0,-3071,22,3,0,0,1,1,0,1,0
72541,38.85,9,3,1,0,3395,23,4,0,0,1,0,0,1,0
5127,38.85,20,3,1,0,3579,20,0,0,0,1,1,0,1,0
51173,38.85,9,2,0,0,4196,14,0,0,0,1,1,0,1,0
89046,38.85,0,3,1,1,-1540,10,0,0,0,1,1,0,1,0
20408,38.85,15,2,0,0,3592,7,0,0,0,0,0,0,1,0
3584,12.95,1,3,1,1,4385,9,9,1,0,0,0,0,2,0
7161,10.36,22,3,0,1,5938,6,0,0,0,1,0,0,1,0
45779,12.95,21,3,1,0,7559,18,2,0,0,1,1,0,1,0
19361,12.95,21,3,0,0,7605,22,2,0,0,1,1,0,1,0
55210,38.85,12,3,0,0,484,28,0,0,0,0,0,0,1,0
71584,12.95,13,2,0,0,2476,22,0,0,0,0,0,0,1,0
25629,12.95,17,3,0,1,-172,10,2,0,0,0,0,0,2,0
71088,49.95,9,3,1,0,505,15,0,0,0,1,1,0,1,0
55718,12.95,17,2,1,1,5786,10,0,0,0,1,0,0,1,0
57632,38.85,10,2,1,0,63,26,0,0,0,1,1,0,1,0
83203,25.9,22,3,0,1,1860,9,4,0,0,0,0,0,2,0
14262,38.85,23,2,1,0,-4526,20,1,0,0,0,0,0,1,0
2611,12.95,0,2,1,0,5081,19,2,1,0,0,0,0,1,0
7698,38.85,14,3,0,1,1048,8,0,0,0,0,0,0,1,0
79787,12.95,22,3,1,0,1384,20,2,0,0,1,0,0,1,0
9302,38.85,17,3,0,1,-4045,6,0,1,0,1,0,0,1,0
36432,12.95,11,3,1,0,784,20,0,0,0,1,1,0,1,0
83317,12.95,8,2,1,1,-4661,7,0,0,0,1,1,0,1,0
51222,38.85,10,3,1,0,771,8,1,1,0,0,0,0,1,0
20612,38.85,17,0,1,0,-4865,17,0,0,0,0,0,0,1,0
93,49.95,7,3,1,0,-1732,23,2,0,0,1,1,0,1,0
70821,12.95,0,3,1,1,-4576,15,1,0,0,1,1,0,2,0
73012,12.95,15,3,1,0,-3850,24,0,0,0,1,0,0,1,0
13463,12.95,10,3,0,1,3747,12,0,0,1,0,1,0,1,0
90160,12.95,19,4,1,1,1897,6,0,0,0,1,1,0,2,0
58621,49.95,7,1,0,0,4578,16,6,0,1,1,1,0,1,0
75025,12.95,13,3,1,1,1541,21,0,0,0,1,1,0,1,0
63925,20.72,13,3,0,1,2763,8,0,0,0,1,1,0,2,0
92400,12.95,15,4,0,0,3596,9,9,0,0,1,0,1,1,0
85970,19.96,9,2,1,1,276,23,0,0,0,1,0,0,1,0
37596,38.85,12,2,0,0,5868,15,0,0,0,0,0,0,1,0
37962,12.95,17,3,0,1,4861,12,0,0,1,0,0,0,2,0
8059,38.85,22,3,1,0,-12151,9,1,0,0,0,0,0,4,0
35715,38.85,16,3,0,1,3329,9,2,0,0,0,0,0,1,0
80881,12.95,0,3,1,1,-10819,18,1,0,0,0,0,0,1,0
42920,10.36,12,0,0,0,-10682,24,0,0,0,1,0,0,1,0
3262,31.08,11,3,1,1,824,11,2,0,0,1,0,0,2,0
4933,10.36,17,3,0,1,-2054,11,1,0,0,0,0,0,1,0
26451,12.95,11,3,0,0,89,11,0,0,0,0,0,0,1,0
40865,10.36,17,3,1,1,-1876,12,2,0,0,1,1,0,1,0
4351,38.85,9,3,0,0,-845,10,3,0,0,1,1,0,1,0
12472,12.95,12,3,1,0,3907,15,0,1,0,1,0,0,1,0
65255,12.95,16,0,0,0,2329,10,0,1,0,1,1,0,1,0
10482,12.95,18,3,0,0,-957,15,2,0,0,0,0,0,1,0
47554,38.85,9,3,1,0,802,16,0,0,0,1,1,0,1,0
83785,12.95,19,2,0,0,3099,18,0,1,0,1,1,0,1,0
16633,12.95,20,2,0,1,1844,20,2,0,0,0,0,0,1,0
89968,20.72,8,2,0,1,-5437,8,0,0,0,0,0,0,1,0
21357,12.95,11,0,1,0,5437,13,1,0,0,0,1,0,1,0
45114,38.85,11,2,1,0,2675,22,0,1,0,0,1,0,1,0
35786,38.85,17,3,1,1,2666,14,0,0,0,1,1,0,1,0
29557,12.95,22,1,1,1,-3390,20,0,0,0,0,0,0,3,0
86764,38.85,20,1,1,0,2126,17,0,0,1,1,1,0,1,0
24942,12.95,9,2,0,0,3373,24,0,0,0,1,0,0,1,0
34223,12.95,13,3,1,1,2562,7,0,1,0,0,0,0,1,0
3539,12.95,22,3,1,1,1578,7,0,0,0,0,0,0,1,0
84930,38.85,11,3,1,0,-490,25,0,0,0,1,0,0,1,0
58970,38.85,13,3,1,0,3092,19,2,0,0,0,0,0,1,0
17433,12.95,16,3,1,1,1045,8,2,0,0,1,1,0,1,0
9727,49.95,9,3,1,0,4780,7,2,1,0,1,1,0,1,0
76313,12.95,5,3,1,0,-1760,22,0,0,0,1,0,0,1,0
20024,38.85,11,3,0,1,5404,8,0,1,0,1,1,0,1,0
6695,12.95,14,3,0,1,5104,17,0,0,0,0,0,0,1,0
59445,12.95,20,2,0,1,441,7,2,0,1,0,0,0,1,0
401,25.9,13,3,1,0,1975,27,0,0,0,0,0,0,1,0
84668,12.95,4,2,0,0,-3068,22,0,0,0,0,0,0,2,0
50435,38.85,15,3,0,1,1907,12,0,0,0,0,0,0,1,0
86028,31.08,10,3,0,1,4596,9,9,0,0,0,0,1,1,0
50238,38.85,13,3,1,0,-1831,29,0,0,0,1,1,0,1,0
36231,12.95,7,3,1,0,5380,20,0,0,0,0,1,0,1,0
232,38.85,10,3,0,1,-2499,7,1,0,0,1,1,0,1,0
61257,12.95,18,3,0,0,4562,19,2,0,0,1,1,0,1,0
57004,10.36,17,3,1,1,-3418,12,5,0,0,1,0,0,1,0
24394,49.95,14,1,1,0,-323,21,0,0,0,1,0,0,1,0
81708,38.85,17,3,1,0,4450,23,0,1,0,0,0,0,2,0
89944,49.95,6,2,0,0,-2182,22,0,0,0,1,1,0,1,0
68444,12.95,20,3,1,0,-5685,21,2,0,0,0,1,0,1,0
56079,38.85,23,3,0,1,-2639,9,9,0,0,1,0,0,1,0
37953,38.85,17,2,0,1,915,9,4,0,0,1,0,0,1,0
73156,11.01,17,3,1,1,3175,12,1,0,0,1,1,0,2,0
13497,10.36,11,3,1,1,-336,6,3,0,0,1,0,0,1,0
74068,12.95,14,3,1,1,4634,8,0,0,0,0,0,0,1,0
3554,12.95,23,0,0,1,-613,10,4,0,0,1,1,0,2,0
56827,38.85,15,3,0,1,2669,19,0,0,0,1,0,0,1,0
14355,12.95,5,2,0,0,951,25,0,0,0,1,1,0,1,0
93838,12.95,15,4,0,0,-5958,8,0,0,0,1,0,0,1,0
48903,12.95,12,2,1,0,-4086,19,1,0,0,1,0,0,1,0
77448,10.36,12,2,1,1,2059,30,0,0,0,1,0,0,2,0
27154,49.95,19,3,0,1,-1231,10,1,0,0,0,0,0,2,0
87916,38.85,1,2,1,0,5520,24,0,0,0,1,0,0,1,0
5847,38.85,16,0,0,1,3129,8,2,0,0,0,0,0,1,0
61610,12.95,10,0,0,0,-3351,20,0,0,0,0,0,0,3,0
28938,10.36,12,2,1,1,1105,9,0,0,0,1,0,0,2,0
65596,24.95,22,2,1,1,4683,9,1,0,0,1,0,0,1,0
